Date,Close
3/24/2020,46.31
3/25/2020,52.39
3/26/2020,56.03
3/27/2020,53.34
3/30/2020,55
3/31/2020,52.38
4/1/2020,46.81
4/2/2020,45.88
4/3/2020,43.72
4/6/2020,50.42
4/7/2020,50.31
4/8/2020,57.04
4/9/2020,59.21
4/13/2020,59.42
4/14/2020,62.41
4/15/2020,61.38
4/16/2020,57.32
4/17/2020,61.09
4/20/2020,61.06
4/21/2020,57.4
4/22/2020,60.96
4/23/2020,61.82
4/24/2020,62.01
4/27/2020,63.55
4/28/2020,61.75
4/29/2020,65.77
4/30/2020,65.14
5/1/2020,63
5/4/2020,63.69
5/5/2020,66.69
5/6/2020,68.1
5/7/2020,74.62
5/8/2020,76.05
5/11/2020,74.9
5/12/2020,75.21
5/13/2020,73.79
5/14/2020,78.2
5/15/2020,80.26
5/18/2020,76.63
5/19/2020,79.25
5/20/2020,82.04
5/21/2020,81.49
5/22/2020,81.49
5/26/2020,80.79
5/27/2020,81.02
5/28/2020,79.62
5/29/2020,81.08
6/1/2020,82.72
6/2/2020,88
6/3/2020,91.97
6/4/2020,87.72
6/5/2020,89.93
6/8/2020,89.62
6/9/2020,89.53
6/10/2020,91.91
6/11/2020,86.09
6/12/2020,86.72
6/15/2020,91
6/16/2020,94.74
6/17/2020,97.03
6/18/2020,98.27
6/19/2020,97.98
6/22/2020,104.22
6/23/2020,104.75
6/24/2020,100.88
6/25/2020,104.78
6/26/2020,104.3
6/29/2020,103.68
6/30/2020,104.94
7/1/2020,115.9
7/2/2020,113.39
7/6/2020,118.97
7/7/2020,125.6
7/8/2020,133.35
7/9/2020,129.39
7/10/2020,128.05
7/13/2020,118.65
7/14/2020,121.24
7/15/2020,122.2
7/16/2020,119.95
7/17/2020,120.73
7/20/2020,128.39
7/21/2020,126.99
7/22/2020,129.18
7/23/2020,122.93
7/24/2020,121.41
7/27/2020,125.75
7/28/2020,123.51
7/29/2020,128.55
7/30/2020,129.13
7/31/2020,129.85
8/3/2020,134.8
8/4/2020,136.83
8/5/2020,146.55
8/6/2020,154
8/7/2020,147.22
8/10/2020,139.34
8/11/2020,138.25
8/12/2020,139.02
8/13/2020,143.19
8/14/2020,141.96
8/17/2020,152.48
8/18/2020,151.04
8/19/2020,150.37
8/20/2020,155.86
8/21/2020,155.1
8/24/2020,151.79
8/25/2020,155
8/26/2020,153.74
8/27/2020,155.61
8/28/2020,155.93
8/31/2020,159.56
9/1/2020,166.66
9/2/2020,162.88
9/3/2020,152.86
9/4/2020,146.39
9/8/2020,139.11
9/9/2020,144.21
9/10/2020,141.07
9/11/2020,137.45
9/14/2020,144.4
9/15/2020,154.5
9/16/2020,151.05
9/17/2020,145.64
9/18/2020,145.01
9/21/2020,151.12
9/22/2020,155.59
9/23/2020,149.59
9/24/2020,152.31
9/25/2020,157.72
9/28/2020,160.76
9/29/2020,164.81
9/30/2020,162.55
