Date,Close
8/27/2019,153.57
8/28/2019,151.83
8/29/2019,155.93
8/30/2019,156.07
9/3/2019,152.73
9/4/2019,152.46
9/5/2019,153.77
9/6/2019,151.07
9/9/2019,149.54
9/10/2019,149.65
9/11/2019,154.09
9/12/2019,154.75
9/13/2019,152.98
9/16/2019,153.01
9/17/2019,152.82
9/18/2019,152.77
9/19/2019,153.6
9/20/2019,155.2
9/23/2019,154.65
9/24/2019,152.05
9/25/2019,152.99
9/26/2019,152.34
9/27/2019,148.26
9/30/2019,148.44
10/1/2019,147.69
10/2/2019,144.22
10/3/2019,147
10/4/2019,148.03
10/7/2019,148.8
10/8/2019,145.91
10/9/2019,147.05
10/10/2019,146.41
10/11/2019,149.37
10/14/2019,149.37
10/15/2019,152.74
10/16/2019,146.97
10/17/2019,146.17
10/18/2019,144.09
10/21/2019,144.55
10/22/2019,142.33
10/23/2019,145.13
10/24/2019,148.12
10/25/2019,150.49
10/28/2019,154.79
10/29/2019,155.09
10/30/2019,158.28
10/31/2019,156.49
11/1/2019,159.74
11/4/2019,157.6
11/5/2019,158.15
11/6/2019,158.93
11/7/2019,159.5
11/8/2019,161.11
11/11/2019,161.78
11/12/2019,162.86
11/13/2019,162.6
11/14/2019,163.05
11/15/2019,163.21
11/18/2019,162.77
11/19/2019,163.96
11/20/2019,164.2
11/21/2019,162.88
11/22/2019,162.81
11/25/2019,161.71
11/26/2019,162.54
11/27/2019,161.51
11/29/2019,162.89
12/2/2019,161
12/3/2019,161.57
12/4/2019,156.43
12/5/2019,158.22
12/6/2019,158.01
12/9/2019,157.48
12/10/2019,156.4
12/11/2019,156.39
12/12/2019,158.59
12/13/2019,161.13
12/16/2019,161.96
12/17/2019,161.63
12/18/2019,161.48
12/19/2019,163.33
12/20/2019,164.55
12/23/2019,163.74
12/24/2019,163.25
12/26/2019,164.51
12/27/2019,164.98
12/30/2019,162.44
12/31/2019,162.64
1/2/2020,166.99
1/3/2020,166.17
1/6/2020,173.45
1/7/2020,176
1/8/2020,177.33
1/9/2020,179.6
1/10/2020,180.2
1/13/2020,183.85
1/14/2020,182.12
1/15/2020,181.06
1/16/2020,182.69
1/17/2020,182.23
1/21/2020,185.27
1/22/2020,182.75
1/23/2020,183.98
1/24/2020,182.11
1/27/2020,180.71
1/28/2020,182.85
1/29/2020,181.77
1/30/2020,185.67
1/31/2020,182.31
2/3/2020,185.42
2/4/2020,188.34
2/5/2020,185.49
2/6/2020,186.73
2/7/2020,185.72
2/10/2020,189.12
2/11/2020,189.11
2/12/2020,189.46
2/13/2020,188.64
2/14/2020,189.95
2/18/2020,191.09
2/19/2020,192.87
2/20/2020,193.36
2/21/2020,189.5
2/24/2020,185.94
2/25/2020,181.27
2/26/2020,178.87
2/27/2020,172.15
2/28/2020,170.4
3/2/2020,176.76
3/3/2020,169.37
3/4/2020,175.69
3/5/2020,169.6
3/6/2020,164.08
3/9/2020,151.21
3/10/2020,161.34
3/11/2020,154.57
3/12/2020,140.59
3/13/2020,147.78
3/16/2020,124.3
3/17/2020,135.42
3/18/2020,132.24
3/19/2020,139.46
3/20/2020,139.35
3/23/2020,140.52
3/24/2020,153.64
3/25/2020,147.06
3/26/2020,154.73
3/27/2020,146
3/30/2020,149.85
3/31/2020,143.98
4/1/2020,134.06
4/2/2020,134.32
4/3/2020,134.31
4/6/2020,147.55
4/7/2020,145.07
4/8/2020,151.12
4/9/2020,154.55
4/13/2020,152.5
4/14/2020,157.71
4/15/2020,155.63
4/16/2020,157.06
4/17/2020,162.62
4/20/2020,162.76
4/21/2020,150.56
4/22/2020,154.14
4/23/2020,151.72
4/24/2020,153.98
4/27/2020,157.63
4/28/2020,154.46
4/29/2020,160.43
4/30/2020,161.95
5/1/2020,156.37
5/4/2020,161.47
5/5/2020,163.25
5/6/2020,163.67
5/7/2020,169.9
5/8/2020,175.9
5/11/2020,182.67
5/12/2020,177.54
5/13/2020,169.64
5/14/2020,167
5/15/2020,171.33
5/18/2020,172.5
5/19/2020,176.04
5/20/2020,176.93
5/21/2020,175.26
5/22/2020,177.85
5/26/2020,176.52
5/27/2020,176.6
5/28/2020,181.1
5/29/2020,174.79
6/1/2020,176.36
6/2/2020,174.23
6/3/2020,174.99
6/4/2020,171.44
6/5/2020,173.88
6/8/2020,176.55
6/9/2020,174.56
6/10/2020,182.1
6/11/2020,172.05
6/12/2020,175.11
6/15/2020,178.61
6/16/2020,180.48
6/17/2020,181.4
6/18/2020,187.66
6/19/2020,186.95
6/22/2020,191.65
6/23/2020,189.06
6/24/2020,185.55
6/25/2020,188.34
6/26/2020,183.17
6/29/2020,183.33
6/30/2020,187.33
7/1/2020,191.89
7/2/2020,192.53
7/6/2020,197.72
7/7/2020,196.38
7/8/2020,200.28
7/9/2020,200.74
7/10/2020,198.88
7/13/2020,188.34
7/14/2020,189.56
7/15/2020,188.09
7/16/2020,185.51
7/17/2020,187.78
7/20/2020,195.09
7/21/2020,190.8
7/22/2020,191.31
7/23/2020,188.54
7/24/2020,188.49
7/27/2020,190.96
7/28/2020,189.5
7/29/2020,193.61
7/30/2020,191.7
7/31/2020,194.85
8/3/2020,203.19
8/4/2020,201.41
8/5/2020,202.64
8/6/2020,207.79
8/7/2020,201.05
8/10/2020,197.16
8/11/2020,191.99
8/12/2020,192.62
8/13/2020,195.14
8/14/2020,193.46
8/17/2020,196.74
8/18/2020,204.01
8/19/2020,205.11
8/20/2020,209.51
8/21/2020,207.53
8/24/2020,208.46
8/25/2020,216.05
8/26/2020,272.32
8/27/2020,276.32
8/28/2020,271.1
8/31/2020,272.65
9/1/2020,281.25
9/2/2020,276.69
9/3/2020,265.01
9/4/2020,254.7
9/8/2020,241.27
9/9/2020,250.43
9/10/2020,247.8
9/11/2020,243.1
9/14/2020,246.64
9/15/2020,251.68
9/16/2020,250.6
9/17/2020,244.53
9/18/2020,242.78
9/21/2020,245.05
9/22/2020,247.78
9/23/2020,235.99
9/24/2020,237.55
9/25/2020,242.74
9/28/2020,246.67
9/29/2020,247.45
9/30/2020,251.32
