Date,Close
1/2/2019,135.55
1/3/2019,130.4
1/4/2019,137.96
1/7/2019,142.22
1/8/2019,145.72
1/9/2019,145.99
1/10/2019,147.04
1/11/2019,147.55
1/14/2019,146.05
1/15/2019,149.19
1/16/2019,148.54
1/17/2019,149.82
1/18/2019,152.51
1/22/2019,148.95
1/23/2019,149.75
1/24/2019,146.87
1/25/2019,149.74
1/28/2019,147.33
1/29/2019,145.18
1/30/2019,149.16
1/31/2019,151.97
2/1/2019,155.87
2/4/2019,157.72
2/5/2019,158.99
2/6/2019,158.13
2/7/2019,154.93
2/8/2019,156.67
2/11/2019,159.91
2/12/2019,162.79
2/13/2019,160.4
2/14/2019,159.47
2/15/2019,159.05
2/19/2019,160.61
2/20/2019,158.54
2/21/2019,159.63
2/22/2019,161.31
2/25/2019,161.36
2/26/2019,163
2/27/2019,163.12
2/28/2019,163.65
3/1/2019,164.53
3/4/2019,158.5
3/5/2019,156.97
3/6/2019,156.79
3/7/2019,155.6
3/8/2019,155.06
3/11/2019,157.65
3/12/2019,158.28
3/13/2019,159.81
3/14/2019,160.67
3/15/2019,161.51
3/18/2019,161.95
3/19/2019,163.93
3/20/2019,163.51
3/21/2019,166.95
3/22/2019,161.5
3/25/2019,160.88
3/26/2019,159.4
3/27/2019,155.12
3/28/2019,155.18
3/29/2019,158.37
4/1/2019,161.18
4/2/2019,160.51
4/3/2019,162.62
4/4/2019,158.52
4/5/2019,158.56
4/8/2019,158.47
4/9/2019,156.97
4/10/2019,160.24
4/11/2019,160.73
4/12/2019,160.71
4/15/2019,160.09
4/16/2019,158.69
4/17/2019,155.34
4/18/2019,155.99
4/22/2019,158.76
4/23/2019,161.23
4/24/2019,159.56
4/25/2019,163.09
4/26/2019,165.96
4/29/2019,165.36
4/30/2019,165.35
5/1/2019,162.15
5/2/2019,161.83
5/3/2019,163.34
5/6/2019,162.5
5/7/2019,156.9
5/8/2019,156.86
5/9/2019,156.31
5/10/2019,159.94
5/13/2019,153.15
5/14/2019,158.07
5/15/2019,155.06
5/16/2019,158.48
5/17/2019,154.57
5/20/2019,155.98
5/21/2019,155.78
5/22/2019,157.64
5/23/2019,153.71
5/24/2019,154.51
5/28/2019,155.19
5/29/2019,152.89
5/30/2019,155.66
5/31/2019,151.41
6/3/2019,145.1
6/4/2019,150.81
6/5/2019,158.44
6/6/2019,159.31
6/7/2019,161.27
6/10/2019,152.79
6/11/2019,150.15
6/12/2019,151.28
6/13/2019,151.34
6/14/2019,150.01
6/17/2019,150.29
6/18/2019,150.59
6/19/2019,154.14
6/20/2019,157.2
6/21/2019,156.84
6/24/2019,152.56
6/25/2019,149.34
6/26/2019,149.04
6/27/2019,150.69
6/28/2019,151.73
7/1/2019,154.06
7/2/2019,154.12
7/3/2019,155.59
7/5/2019,154.58
7/8/2019,152.81
7/9/2019,153.95
7/10/2019,156.27
7/11/2019,158.9
7/12/2019,158.08
7/15/2019,159.65
7/16/2019,157.13
7/17/2019,158.24
7/18/2019,157.98
7/19/2019,156.75
7/22/2019,157.7
7/23/2019,156.25
7/24/2019,159.75
7/25/2019,159.35
7/26/2019,159.97
7/29/2019,156.21
7/30/2019,156.96
7/31/2019,154.5
8/1/2019,150.81
8/2/2019,145.7
8/5/2019,142.82
8/6/2019,142.8
8/7/2019,141.64
8/8/2019,143.82
8/9/2019,143.37
8/12/2019,140.72
8/13/2019,143.88
8/14/2019,139.72
8/15/2019,142.13
8/16/2019,143.89
8/19/2019,143.67
8/20/2019,145.54
8/21/2019,147.38
8/22/2019,148.24
8/23/2019,151.57
8/26/2019,155.14
