Date,Close
6/26/2019,142.1
6/27/2019,143.25
6/28/2019,146.22
7/1/2019,145.29
7/2/2019,146.43
7/3/2019,145.86
7/5/2019,146.31
7/8/2019,144.29
7/9/2019,147.24
7/10/2019,151.36
7/11/2019,151.46
7/12/2019,152.3
7/15/2019,154.27
7/16/2019,151.45
7/17/2019,148.09
7/18/2019,145.2
7/19/2019,144.11
7/22/2019,146.76
7/23/2019,148.74
7/24/2019,152.34
7/25/2019,152.97
7/26/2019,155.38
7/29/2019,153.89
7/30/2019,155.2
7/31/2019,154.94
8/1/2019,155.61
8/2/2019,153.47
8/5/2019,150
8/6/2019,151.44
8/7/2019,151.78
8/8/2019,157.66
8/9/2019,155.01
8/12/2019,151.07
8/13/2019,152.82
8/14/2019,147.15
8/15/2019,145.37
8/16/2019,147.74
8/19/2019,150.1
8/20/2019,148.11
8/21/2019,145.76
8/22/2019,140.95
8/23/2019,138.02
8/26/2019,137.82
8/27/2019,133.88
8/28/2019,132.67
8/29/2019,136.35
8/30/2019,134.95
9/3/2019,133.41
9/4/2019,133.45
9/5/2019,135.68
9/6/2019,136.06
9/9/2019,134.1
9/10/2019,130
9/11/2019,132
9/12/2019,128.55
9/13/2019,130.63
9/16/2019,128.17
9/17/2019,129.08
9/18/2019,127.98
9/19/2019,124.39
9/20/2019,120.7
9/23/2019,121.61
9/24/2019,116.8
9/25/2019,118.22
9/26/2019,116.2
9/27/2019,112.24
9/30/2019,114
10/1/2019,112.52
10/2/2019,113.9
10/3/2019,114.82
10/4/2019,116.42
10/7/2019,115.86
10/8/2019,115.08
10/9/2019,114.24
10/10/2019,112.52
10/11/2019,115.49
10/14/2019,115.17
10/15/2019,118.59
10/16/2019,116.56
10/17/2019,117.83
10/18/2019,115.33
10/21/2019,119
10/22/2019,118.01
10/23/2019,118.23
10/24/2019,118.83
10/25/2019,120.69
10/28/2019,140.2
10/29/2019,135.99
10/30/2019,140.45
10/31/2019,144.3
11/1/2019,146.92
11/4/2019,154.15
11/5/2019,150.37
11/6/2019,148.48
11/7/2019,148.17
11/8/2019,147.85
11/11/2019,146.63
11/12/2019,146.39
11/13/2019,146.78
11/14/2019,148.76
11/15/2019,147.51
11/18/2019,140.26
11/19/2019,136.97
11/20/2019,138.03
11/21/2019,139.06
11/22/2019,140.89
11/25/2019,141.87
11/26/2019,143.83
11/27/2019,142.93
11/29/2019,142.55
12/2/2019,142.53
12/3/2019,143.98
12/4/2019,144.95
12/5/2019,146.58
12/6/2019,148.09
12/9/2019,146.31
12/10/2019,145.97
12/11/2019,147.13
12/12/2019,147.23
12/13/2019,147.2
12/16/2019,150.78
12/17/2019,151.53
12/18/2019,150.87
12/19/2019,149.68
12/20/2019,150.31
12/23/2019,150.42
12/24/2019,151.82
12/26/2019,152.52
12/27/2019,153.17
12/30/2019,149.81
12/31/2019,149.55
1/2/2020,151.62
1/3/2020,152.5
1/6/2020,156.72
1/7/2020,156.02
1/8/2020,158.78
1/9/2020,157.74
1/10/2020,156.04
1/13/2020,150.87
1/14/2020,149.4
1/15/2020,152.45
1/16/2020,151.84
1/17/2020,148.34
1/21/2020,148.95
1/22/2020,148.12
1/23/2020,148.97
1/24/2020,146.63
1/27/2020,144.34
1/28/2020,144.3
1/29/2020,141.57
1/30/2020,142.71
1/31/2020,141.3
2/3/2020,146.5
2/4/2020,154.31
2/5/2020,147
2/6/2020,154.37
2/7/2020,154.55
2/10/2020,148.33
2/11/2020,145.77
2/12/2020,147.08
2/13/2020,141.5
2/14/2020,141
2/18/2020,144.63
2/19/2020,143.36
2/20/2020,147.86
2/21/2020,146.95
2/24/2020,145.33
2/25/2020,141.8
2/26/2020,140.49
2/27/2020,134.51
2/28/2020,137.12
3/2/2020,139.34
3/3/2020,137.16
3/4/2020,144.25
3/5/2020,148.08
3/6/2020,145.14
3/9/2020,139.78
3/10/2020,141.9
3/11/2020,135.06
3/12/2020,126.99
3/13/2020,131.56
3/16/2020,117.64
3/17/2020,118.87
3/18/2020,121.24
3/19/2020,129.13
3/20/2020,124.36
3/23/2020,118.18
3/24/2020,129.69
3/25/2020,124.23
3/26/2020,126.81
3/27/2020,122.54
3/30/2020,121.43
3/31/2020,121.44
4/1/2020,121.61
4/2/2020,121.91
4/3/2020,122.12
4/6/2020,122.52
4/7/2020,127.61
4/8/2020,126.04
4/9/2020,131.86
4/13/2020,129.83
4/14/2020,135.93
4/15/2020,138.78
4/16/2020,139.49
4/17/2020,141.86
4/20/2020,144.54
4/21/2020,139.14
4/22/2020,139.74
4/23/2020,138.71
4/24/2020,137.84
4/27/2020,140.25
4/28/2020,139.78
4/29/2020,155.78
4/30/2020,151.57
5/1/2020,144.84
5/4/2020,145.31
5/5/2020,145.02
5/6/2020,148.48
5/7/2020,148.04
5/8/2020,152.15
5/11/2020,156.02
5/12/2020,153.94
5/13/2020,148.98
5/14/2020,152.07
5/15/2020,158.83
5/18/2020,161.43
5/19/2020,175.03
5/20/2020,189.8
5/21/2020,192.74
5/22/2020,190.17
5/26/2020,191
5/27/2020,185.95
5/28/2020,177.22
5/29/2020,180.93
6/1/2020,182.71
6/2/2020,189.36
6/3/2020,184.63
6/4/2020,181.84
6/5/2020,184.28
6/8/2020,187.3
6/9/2020,191.31
6/10/2020,189.4
6/11/2020,178.68
6/12/2020,180.07
6/15/2020,187.88
6/16/2020,185.48
6/17/2020,199.83
6/18/2020,225.28
6/19/2020,231.29
6/22/2020,236.06
6/23/2020,241.76
6/24/2020,242.86
6/25/2020,267.47
6/26/2020,264.95
6/29/2020,265.14
6/30/2020,258.19
7/1/2020,258.9
7/2/2020,271.49
7/6/2020,260.26
7/7/2020,261.99
7/8/2020,269.26
7/9/2020,274.79
7/10/2020,278.24
7/13/2020,261.19
7/14/2020,262.8
7/15/2020,258.5
7/16/2020,268.68
7/17/2020,263.23
7/20/2020,291.19
7/21/2020,276.38
7/22/2020,289.62
7/23/2020,267.54
7/24/2020,268.74
7/27/2020,272.5
7/28/2020,267.12
7/29/2020,262.21
7/30/2020,261.79
7/31/2020,257.82
8/3/2020,254.43
8/4/2020,250.02
8/5/2020,249.25
8/6/2020,255.32
8/7/2020,252.12
8/10/2020,248.99
8/11/2020,253.72
8/12/2020,253.29
8/13/2020,253.66
8/14/2020,251.32
8/17/2020,259.91
8/18/2020,256.8
8/19/2020,261.72
8/20/2020,269.33
8/21/2020,270.98
8/24/2020,269.13
8/25/2020,268.69
8/26/2020,278.29
8/27/2020,272.01
8/28/2020,279.36
8/31/2020,282.16
9/1/2020,291.75
9/2/2020,276.29
9/3/2020,261.66
9/4/2020,248.21
9/8/2020,240.02
9/9/2020,244.93
9/10/2020,247.78
9/11/2020,241.6
9/14/2020,238.55
9/15/2020,237.91
9/16/2020,234.85
9/17/2020,234.31
9/18/2020,233.89
9/21/2020,239.34
9/22/2020,241.01
9/23/2020,235.05
9/24/2020,231.26
9/25/2020,235.98
9/28/2020,236.42
9/29/2020,242.45
9/30/2020,242.57
